,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
613,UTTAR PRADESH,86,32,64,150,32,24
614,UTTAR PRADESH,112,46,37,85,32,5
615,UTTAR PRADESH,83,12,41,75,32,6
616,UTTAR PRADESH,56,22,33,112,32,1
617,UTTAR PRADESH,76,36,35,60,32,5
618,UTTAR PRADESH,66,16,13,39,32,3
619,UTTAR PRADESH,85,42,30,72,32,24
620,UTTAR PRADESH,210,94,128,240,32,22
621,UTTAR PRADESH,77,52,18,60,32,24
622,UTTAR PRADESH,172,166,79,193,32,5
623,UTTAR PRADESH,69,14,11,99,32,2
624,UTTAR PRADESH,25,40,6,30,32,23
625,UTTAR PRADESH,166,124,123,347,32,0
626,UTTAR PRADESH,39,26,7,50,32,23
627,UTTAR PRADESH,56,24,19,24,32,6
628,UTTAR PRADESH,136,26,72,120,32,24
629,UTTAR PRADESH,125,50,97,170,32,4
630,UTTAR PRADESH,49,34,27,122,32,1
631,UTTAR PRADESH,275,56,210,195,32,0
632,UTTAR PRADESH,44,32,18,28,32,3
633,UTTAR PRADESH,213,88,101,97,32,5
634,UTTAR PRADESH,324,108,150,186,32,1
635,UTTAR PRADESH,115,128,62,84,32,2
636,UTTAR PRADESH,76,36,44,101,32,3
637,UTTAR PRADESH,87,116,41,94,32,2
638,UTTAR PRADESH,89,44,35,51,32,6
639,UTTAR PRADESH,101,82,65,161,32,22
640,UTTAR PRADESH,16,18,4,27,32,0
641,UTTAR PRADESH,196,110,70,61,32,20
642,UTTAR PRADESH,35,26,13,37,32,21
643,UTTAR PRADESH,13,24,10,26,32,0
644,UTTAR PRADESH,162,170,95,124,32,20
645,UTTAR PRADESH,33,10,10,21,32,22
646,UTTAR PRADESH,21,2,12,26,32,0
647,UTTAR PRADESH,103,58,42,76,32,24
648,UTTAR PRADESH,147,106,74,147,32,2
649,UTTAR PRADESH,78,54,95,85,32,23
650,UTTAR PRADESH,7601,3916,3825,7343,32,1
651,UTTARAKHAND,18,8,7,4,33,2
652,UTTARAKHAND,10,2,4,2,33,20
653,UTTARAKHAND,13,6,6,22,33,24
654,UTTARAKHAND,3,0,4,1,33,22
655,UTTARAKHAND,32,24,31,111,33,2
656,UTTARAKHAND,94,26,43,137,33,23
657,UTTARAKHAND,36,10,26,38,33,6
658,UTTARAKHAND,26,14,18,19,33,3
659,UTTARAKHAND,8,14,6,14,33,1
660,UTTARAKHAND,5,4,1,10,33,0
661,UTTARAKHAND,7,4,7,11,33,21
662,UTTARAKHAND,54,20,32,40,33,0
663,UTTARAKHAND,10,16,6,31,33,24
664,UTTARAKHAND,316,148,191,440,33,21
665,WEST BENGAL,202,106,56,285,34,2
666,WEST BENGAL,107,94,33,327,34,5
667,WEST BENGAL,9,0,1,12,34,1
668,WEST BENGAL,35,52,30,66,34,4
669,WEST BENGAL,76,86,30,282,34,1
670,WEST BENGAL,133,92,42,237,34,22
671,WEST BENGAL,37,72,15,49,34,3
672,WEST BENGAL,25,20,7,41,34,0
673,WEST BENGAL,46,40,21,40,34,3
674,WEST BENGAL,81,58,28,363,34,3
675,WEST BENGAL,28,4,3,45,34,22
676,WEST BENGAL,21,14,16,79,34,21
677,WEST BENGAL,18,2,10,25,34,4
678,WEST BENGAL,152,108,58,84,34,5
679,WEST BENGAL,65,38,149,275,34,2
680,WEST BENGAL,55,80,9,52,34,3
681,WEST BENGAL,120,168,59,363,34,24
682,WEST BENGAL,130,132,31,109,34,24
683,WEST BENGAL,124,142,23,227,34,20
684,WEST BENGAL,69,46,20,70,34,23
685,WEST BENGAL,23,2,11,16,34,20
686,WEST BENGAL,2,0,1,4,34,21
687,WEST BENGAL,36,62,7,44,34,5
688,WEST BENGAL,1594,1418,660,3095,34,21
689,A & N ISLANDS,13,6,4,13,0,0
690,A & N ISLANDS,0,0,0,0,0,2
691,A & N ISLANDS,13,6,4,13,0,22
692,CHANDIGARH,15,36,22,91,5,22
693,CHANDIGARH,15,36,22,91,5,20
694,D & N HAVELI,3,12,2,4,7,21
695,D & N HAVELI,3,12,2,4,7,22
696,DAMAN & DIU,6,0,0,14,8,6
697,DAMAN & DIU,1,0,0,9,8,20
698,DAMAN & DIU,7,0,0,23,8,21
699,DELHI UT,29,56,42,9,9,1
700,DELHI UT,547,762,624,165,9,4
701,DELHI UT,56,48,47,20,9,21
702,DELHI UT,11,2,11,0,9,4
703,DELHI UT,2,0,2,1,9,4
704,DELHI UT,11,18,22,14,9,4
705,DELHI UT,28,56,52,11,9,23
706,DELHI UT,62,72,74,7,9,20
707,DELHI UT,134,206,122,20,9,2
708,DELHI UT,0,0,0,0,9,3
709,DELHI UT,83,130,120,46,9,22
710,DELHI UT,61,84,74,32,9,24
711,DELHI UT,70,90,58,5,9,21
712,LAKSHADWEEP,1,0,0,1,18,21
713,LAKSHADWEEP,1,0,0,1,18,3
714,PUDUCHERRY,25,18,4,100,26,6
715,PUDUCHERRY,25,18,4,100,26,4
716,ANDHRA PRADESH,100,74,40,80,1,22
717,ANDHRA PRADESH,166,56,21,135,1,6
718,ANDHRA PRADESH,105,56,14,71,1,3
719,ANDHRA PRADESH,91,32,11,92,1,2
720,ANDHRA PRADESH,97,50,12,100,1,4
721,ANDHRA PRADESH,0,2,2,0,1,23
722,ANDHRA PRADESH,143,92,53,144,1,1
723,ANDHRA PRADESH,117,114,68,128,1,4
724,ANDHRA PRADESH,160,198,60,191,1,20
725,ANDHRA PRADESH,106,96,11,107,1,1
726,ANDHRA PRADESH,92,82,4,49,1,4
727,ANDHRA PRADESH,124,90,17,76,1,21
728,ANDHRA PRADESH,171,170,39,140,1,22
729,ANDHRA PRADESH,103,136,35,64,1,20
730,ANDHRA PRADESH,109,82,18,87,1,3
731,ANDHRA PRADESH,84,92,23,46,1,1
732,ANDHRA PRADESH,93,70,30,46,1,22
733,ANDHRA PRADESH,67,42,13,124,1,5
734,ANDHRA PRADESH,214,98,62,61,1,22
735,ANDHRA PRADESH,12,0,3,0,1,3
736,ANDHRA PRADESH,27,28,2,28,1,0
737,ANDHRA PRADESH,39,62,56,5,1,20
738,ANDHRA PRADESH,3,2,1,0,1,22
739,ANDHRA PRADESH,54,28,4,36,1,22
740,ANDHRA PRADESH,20,16,7,13,1,1
741,ANDHRA PRADESH,28,24,3,9,1,0
742,ANDHRA PRADESH,131,104,20,240,1,5
743,ANDHRA PRADESH,69,108,19,68,1,3
744,ANDHRA PRADESH,2525,2004,648,2140,1,22
745,ARUNACHAL PRADESH,9,6,5,0,2,1
746,ARUNACHAL PRADESH,6,10,9,5,2,20
747,ARUNACHAL PRADESH,3,2,3,8,2,23
748,ARUNACHAL PRADESH,3,0,0,0,2,22
749,ARUNACHAL PRADESH,14,6,5,0,2,1
750,ARUNACHAL PRADESH,3,6,42,0,2,24
751,ARUNACHAL PRADESH,3,22,6,0,2,3
752,ARUNACHAL PRADESH,0,6,1,0,2,5
753,ARUNACHAL PRADESH,4,8,7,3,2,5
754,ARUNACHAL PRADESH,8,2,8,0,2,4
755,ARUNACHAL PRADESH,5,4,6,4,2,20
756,ARUNACHAL PRADESH,0,2,0,1,2,6
757,ARUNACHAL PRADESH,3,2,4,0,2,6
758,ARUNACHAL PRADESH,61,76,96,21,2,4
759,ASSAM,43,110,23,275,3,21
760,ASSAM,47,42,20,81,3,6
761,ASSAM,0,0,0,0,3,20
762,ASSAM,57,142,18,446,3,6
763,ASSAM,31,66,11,61,3,22
764,ASSAM,30,96,11,14,3,20
765,ASSAM,60,92,20,418,3,3
766,ASSAM,97,90,23,36,3,5
767,ASSAM,6,0,6,0,3,2
768,ASSAM,24,80,10,128,3,21
769,ASSAM,57,84,37,13,3,22
770,ASSAM,60,120,83,313,3,4
771,ASSAM,26,48,5,114,3,0
772,ASSAM,37,72,14,68,3,21
773,ASSAM,34,82,30,50,3,6
774,ASSAM,41,10,20,16,3,4
775,ASSAM,43,46,4,179,3,0
776,ASSAM,62,30,13,61,3,0
777,ASSAM,26,138,44,59,3,4
778,ASSAM,23,80,2,88,3,4
779,ASSAM,25,4,8,2,3,24
780,ASSAM,78,122,77,305,3,22
781,ASSAM,47,54,31,3,3,4
782,ASSAM,0,2,0,3,3,20
783,ASSAM,75,114,22,50,3,5
784,ASSAM,109,134,35,157,3,22
785,ASSAM,115,82,40,74,3,20
786,ASSAM,1253,1940,607,3014,3,20
787,BIHAR,61,202,36,365,4,6
788,BIHAR,44,0,11,61,4,3
789,BIHAR,96,24,26,195,4,3
790,BIHAR,27,46,11,89,4,1
791,BIHAR,100,54,35,255,4,20
792,BIHAR,138,40,89,157,4,24
793,BIHAR,100,110,58,436,4,1
794,BIHAR,48,34,24,196,4,4
795,BIHAR,107,80,64,207,4,21
796,BIHAR,147,34,49,124,4,4
797,BIHAR,60,34,44,236,4,24
798,BIHAR,72,104,29,244,4,4
799,BIHAR,218,62,132,319,4,1
800,BIHAR,69,32,34,181,4,1
801,BIHAR,6,0,7,3,4,3
802,BIHAR,56,30,34,142,4,21
803,BIHAR,73,14,20,169,4,1
804,BIHAR,67,154,30,235,4,1
805,BIHAR,14,4,17,9,4,6
806,BIHAR,66,30,17,173,4,22
807,BIHAR,30,40,10,137,4,22
808,BIHAR,67,4,15,67,4,24
809,BIHAR,50,20,41,162,4,4
810,BIHAR,66,62,20,282,4,20
811,BIHAR,97,82,102,418,4,6
812,BIHAR,63,22,22,51,4,6
813,BIHAR,130,120,122,393,4,3
814,BIHAR,18,4,18,8,4,22
815,BIHAR,175,64,63,221,4,0
816,BIHAR,35,22,18,103,4,2
817,BIHAR,69,68,24,188,4,2
818,BIHAR,472,74,491,489,4,5
819,BIHAR,29,4,15,11,4,4
820,BIHAR,96,92,114,316,4,23
821,BIHAR,132,30,90,401,4,0
822,BIHAR,39,22,20,110,4,6
823,BIHAR,119,44,69,243,4,21
824,BIHAR,100,24,46,265,4,1
825,BIHAR,33,12,6,80,4,21
826,BIHAR,10,28,3,48,4,22
827,BIHAR,54,62,27,270,4,21
828,BIHAR,117,16,108,217,4,4
829,BIHAR,43,44,35,192,4,20
830,BIHAR,99,32,42,207,4,24
831,BIHAR,3712,2080,2288,8675,4,20
832,CHHATTISGARH,30,60,18,23,6,22
833,CHHATTISGARH,56,144,48,140,6,22
834,CHHATTISGARH,19,14,2,18,6,2
835,CHHATTISGARH,59,18,6,19,6,22
836,CHHATTISGARH,16,52,6,26,6,20
837,CHHATTISGARH,72,264,51,59,6,2
838,CHHATTISGARH,2,10,0,0,6,23
839,CHHATTISGARH,70,92,19,29,6,21
840,CHHATTISGARH,43,84,18,78,6,5
841,CHHATTISGARH,54,70,18,15,6,23
842,CHHATTISGARH,18,40,3,26,6,3
843,CHHATTISGARH,35,74,4,22,6,5
844,CHHATTISGARH,40,76,18,45,6,24
845,CHHATTISGARH,21,116,5,20,6,6
846,CHHATTISGARH,15,66,9,27,6,24
847,CHHATTISGARH,56,78,23,58,6,0
848,CHHATTISGARH,86,318,36,59,6,5
849,CHHATTISGARH,51,124,12,57,6,0
850,CHHATTISGARH,101,284,30,96,6,2
851,CHHATTISGARH,844,1984,326,817,6,22
852,GOA,18,18,17,43,10,0
853,GOA,12,6,7,36,10,20
854,GOA,30,24,24,79,10,20
855,GUJARAT,222,24,206,626,11,23
856,GUJARAT,63,14,16,66,11,3
857,GUJARAT,6,8,1,6,11,6
858,GUJARAT,21,8,20,37,11,2
859,GUJARAT,48,16,14,184,11,5
860,GUJARAT,47,14,23,110,11,22
861,GUJARAT,59,18,46,402,11,3
862,GUJARAT,64,28,64,67,11,1
863,GUJARAT,31,14,37,108,11,20
864,GUJARAT,71,22,28,85,11,23
865,GUJARAT,39,50,24,41,11,0
866,GUJARAT,55,20,43,112,11,22
867,GUJARAT,56,18,20,172,11,23
868,GUJARAT,35,6,26,71,11,20
869,GUJARAT,49,26,52,194,11,0
870,GUJARAT,16,14,1,34,11,3
871,GUJARAT,26,10,14,19,11,21
872,GUJARAT,38,32,53,89,11,5
873,GUJARAT,83,8,14,118,11,22
874,GUJARAT,24,6,23,95,11,2
875,GUJARAT,7,8,5,9,11,23
876,GUJARAT,35,12,25,121,11,21
877,GUJARAT,41,30,33,116,11,2
878,GUJARAT,81,36,64,116,11,6
879,GUJARAT,78,20,18,24,11,6
880,GUJARAT,40,26,24,95,11,2
881,GUJARAT,56,10,85,340,11,1
882,GUJARAT,81,24,18,142,11,21
883,GUJARAT,39,6,18,53,11,21
884,GUJARAT,21,6,83,13,11,22
885,GUJARAT,1532,534,1098,3665,11,21
886,HARYANA,25,30,11,4,12,5
887,HARYANA,35,34,14,110,12,1
888,HARYANA,57,74,26,130,12,0
889,HARYANA,16,14,18,15,12,24
890,HARYANA,25,2,3,6,12,20
891,HARYANA,66,54,46,71,12,5
892,HARYANA,52,30,28,23,12,2
893,HARYANA,41,36,18,55,12,6
894,HARYANA,33,38,9,75,12,4
895,HARYANA,26,14,3,0,12,1
896,HARYANA,39,74,14,42,12,2
897,HARYANA,31,30,11,0,12,20
898,HARYANA,21,32,5,46,12,20
899,HARYANA,7,26,5,1,12,22
900,HARYANA,46,85,27,37,12,2
901,HARYANA,21,20,9,27,12,1
902,HARYANA,63,34,27,36,12,2
903,HARYANA,43,40,16,18,12,3
904,HARYANA,82,28,35,4,12,0
905,HARYANA,31,26,5,0,12,3
906,HARYANA,760,721,330,700,12,1
907,HIMACHAL PRADESH,11,18,1,119,13,1
908,HIMACHAL PRADESH,15,32,1,13,13,0
909,HIMACHAL PRADESH,0,0,0,2,13,2
910,HIMACHAL PRADESH,8,6,1,36,13,4
911,HIMACHAL PRADESH,28,28,2,95,13,20
912,HIMACHAL PRADESH,2,8,0,10,13,2
913,HIMACHAL PRADESH,8,28,0,23,13,2
914,HIMACHAL PRADESH,2,0,1,0,13,21
915,HIMACHAL PRADESH,5,48,3,56,13,5
916,HIMACHAL PRADESH,15,54,2,115,13,6
917,HIMACHAL PRADESH,9,22,1,74,13,4
918,HIMACHAL PRADESH,7,18,2,60,13,1
919,HIMACHAL PRADESH,13,12,4,43,13,5
920,HIMACHAL PRADESH,123,274,18,646,13,21
921,JAMMU & KASHMIR,86,32,26,49,14,22
922,JAMMU & KASHMIR,26,2,17,10,14,1
923,JAMMU & KASHMIR,121,28,15,125,14,5
924,JAMMU & KASHMIR,7,10,3,30,14,0
925,JAMMU & KASHMIR,46,24,3,87,14,4
926,JAMMU & KASHMIR,1,0,0,0,14,1
927,JAMMU & KASHMIR,1,0,0,0,14,24
928,JAMMU & KASHMIR,105,30,2,17,14,5
929,JAMMU & KASHMIR,22,14,2,71,14,6
930,JAMMU & KASHMIR,47,0,0,27,14,2
931,JAMMU & KASHMIR,23,14,4,74,14,2
932,JAMMU & KASHMIR,0,2,0,4,14,3
933,JAMMU & KASHMIR,15,22,1,44,14,1
934,JAMMU & KASHMIR,41,14,17,57,14,6
935,JAMMU & KASHMIR,56,10,0,55,14,21
936,JAMMU & KASHMIR,6,6,0,3,14,5
937,JAMMU & KASHMIR,84,18,0,7,14,5
938,JAMMU & KASHMIR,55,24,32,120,14,21
939,JAMMU & KASHMIR,2,0,0,0,14,6
940,JAMMU & KASHMIR,97,26,2,4,14,1
941,JAMMU & KASHMIR,62,14,0,6,14,5
942,JAMMU & KASHMIR,45,16,3,4,14,3
943,JAMMU & KASHMIR,86,48,33,154,14,4
944,JAMMU & KASHMIR,14,30,3,48,14,24
945,JAMMU & KASHMIR,1048,384,163,996,14,1
946,JHARKHAND,58,96,64,180,15,20
947,JHARKHAND,134,74,14,34,15,6
948,JHARKHAND,31,36,19,123,15,3
949,JHARKHAND,36,74,25,145,15,6
950,JHARKHAND,88,76,64,237,15,20
951,JHARKHAND,5,4,32,11,15,20
952,JHARKHAND,67,100,13,99,15,22
953,JHARKHAND,39,64,20,107,15,5
954,JHARKHAND,72,78,42,108,15,24
955,JHARKHAND,31,172,10,125,15,5
956,JHARKHAND,108,62,41,32,15,5
957,JHARKHAND,86,142,66,198,15,21
958,JHARKHAND,81,152,29,114,15,24
959,JHARKHAND,2,2,6,3,15,20
960,JHARKHAND,18,50,6,39,15,3
961,JHARKHAND,30,12,24,103,15,24
962,JHARKHAND,43,24,13,20,15,21
963,JHARKHAND,44,28,22,23,15,3
964,JHARKHAND,37,74,13,44,15,20
965,JHARKHAND,69,28,40,167,15,20
966,JHARKHAND,270,110,181,263,15,4
967,JHARKHAND,45,52,17,65,15,3
968,JHARKHAND,51,52,7,31,15,24
969,JHARKHAND,43,32,12,10,15,20
970,JHARKHAND,1488,1594,780,2281,15,3
971,KARNATAKA,51,8,1,209,16,3
972,KARNATAKA,201,64,365,284,16,0
973,KARNATAKA,153,44,54,480,16,3
974,KARNATAKA,113,12,48,370,16,20
975,KARNATAKA,62,22,18,271,16,5
976,KARNATAKA,49,16,29,166,16,0
977,KARNATAKA,62,6,22,326,16,20
978,KARNATAKA,29,8,6,222,16,20
979,KARNATAKA,36,36,11,166,16,23
980,KARNATAKA,37,24,15,319,16,24
981,KARNATAKA,26,18,9,141,16,20
982,KARNATAKA,57,28,43,276,16,21
983,KARNATAKA,17,2,38,122,16,2
984,KARNATAKA,35,0,4,89,16,5
985,KARNATAKA,15,6,4,133,16,23
986,KARNATAKA,79,48,46,368,16,20
987,KARNATAKA,74,22,22,242,16,20
988,KARNATAKA,18,4,8,276,16,22
989,KARNATAKA,14,12,7,79,16,20
990,KARNATAKA,35,8,4,74,16,6
991,KARNATAKA,73,36,29,367,16,6
992,KARNATAKA,19,12,10,126,16,1
993,KARNATAKA,61,60,30,266,16,23
994,KARNATAKA,22,14,31,48,16,24
995,KARNATAKA,62,10,5,231,16,5
996,KARNATAKA,59,12,9,256,16,4
997,KARNATAKA,14,0,15,118,16,1
998,KARNATAKA,53,22,42,247,16,3
999,KARNATAKA,58,18,29,255,16,2
1000,KARNATAKA,15,2,11,188,16,5
1001,KARNATAKA,28,10,7,123,16,21
1002,KARNATAKA,1627,584,972,6838,16,24
1003,KERALA,18,26,19,548,17,22
1004,KERALA,15,0,3,22,17,4
1005,KERALA,36,54,119,686,17,3
1006,KERALA,32,52,9,323,17,5
1007,KERALA,28,42,17,567,17,22
1008,KERALA,20,50,11,407,17,21
1009,KERALA,41,120,42,778,17,0
1010,KERALA,20,56,65,439,17,5
1011,KERALA,21,106,27,973,17,23
1012,KERALA,26,140,12,597,17,20
1013,KERALA,51,96,39,609,17,2
1014,KERALA,28,24,19,295,17,1
1015,KERALA,0,0,0,16,17,2
1016,KERALA,52,60,78,642,17,23
1017,KERALA,58,112,138,964,17,2
1018,KERALA,8,60,12,224,17,0
1019,KERALA,454,998,610,8090,17,1
1020,MADHYA PRADESH,69,174,23,30,19,4
1021,MADHYA PRADESH,37,60,6,36,19,1
1022,MADHYA PRADESH,65,230,17,11,19,21
1023,MADHYA PRADESH,72,66,36,107,19,20
1024,MADHYA PRADESH,62,196,103,79,19,2
1025,MADHYA PRADESH,7,2,33,8,19,21
1026,MADHYA PRADESH,70,152,34,76,19,21
1027,MADHYA PRADESH,81,164,30,65,19,24
1028,MADHYA PRADESH,49,114,20,19,19,5
1029,MADHYA PRADESH,54,44,21,19,19,22
1030,MADHYA PRADESH,53,194,82,145,19,24
1031,MADHYA PRADESH,90,148,42,69,19,2
1032,MADHYA PRADESH,26,52,0,21,19,4
1033,MADHYA PRADESH,64,296,52,167,19,20
1034,MADHYA PRADESH,102,138,133,154,19,24
1035,MADHYA PRADESH,18,56,6,21,19,0
1036,MADHYA PRADESH,48,124,40,29,19,3
1037,MADHYA PRADESH,109,186,142,134,19,21
1038,MADHYA PRADESH,3,2,6,3,19,22
1039,MADHYA PRADESH,73,160,115,65,19,5
1040,MADHYA PRADESH,2,0,11,2,19,21
1041,MADHYA PRADESH,133,58,15,32,19,24
1042,MADHYA PRADESH,40,74,31,25,19,2
1043,MADHYA PRADESH,33,142,12,60,19,21
1044,MADHYA PRADESH,37,100,16,83,19,21
1045,MADHYA PRADESH,21,86,6,23,19,4
1046,MADHYA PRADESH,34,90,14,68,19,3
1047,MADHYA PRADESH,62,92,79,154,19,21
1048,MADHYA PRADESH,48,176,10,46,19,20
1049,MADHYA PRADESH,19,52,28,45,19,1
1050,MADHYA PRADESH,35,70,18,12,19,0
1051,MADHYA PRADESH,34,196,23,45,19,2
1052,MADHYA PRADESH,36,160,27,186,19,2
1053,MADHYA PRADESH,36,134,39,46,19,0
1054,MADHYA PRADESH,68,64,91,87,19,4
1055,MADHYA PRADESH,81,272,39,183,19,20
1056,MADHYA PRADESH,62,132,47,54,19,24
1057,MADHYA PRADESH,40,88,7,32,19,20
1058,MADHYA PRADESH,51,144,47,38,19,6
1059,MADHYA PRADESH,42,168,84,126,19,21
1060,MADHYA PRADESH,20,56,13,41,19,1
1061,MADHYA PRADESH,71,146,23,115,19,24
1062,MADHYA PRADESH,48,92,21,28,19,20
1063,MADHYA PRADESH,21,126,13,37,19,3
1064,MADHYA PRADESH,45,102,34,82,19,5
1065,MADHYA PRADESH,54,136,100,164,19,2
1066,MADHYA PRADESH,28,40,25,20,19,20
1067,MADHYA PRADESH,42,228,15,86,19,23
1068,MADHYA PRADESH,2395,5782,1829,3178,19,6
1069,MAHARASHTRA,82,90,97,296,20,22
1070,MAHARASHTRA,59,56,41,120,20,22
1071,MAHARASHTRA,27,36,42,50,20,3
1072,MAHARASHTRA,58,132,47,85,20,23
1073,MAHARASHTRA,32,16,58,124,20,20
1074,MAHARASHTRA,50,24,32,158,20,0
1075,MAHARASHTRA,69,50,64,313,20,0
1076,MAHARASHTRA,36,64,14,66,20,23
1077,MAHARASHTRA,50,60,42,169,20,23
1078,MAHARASHTRA,52,58,28,128,20,1
1079,MAHARASHTRA,46,32,14,82,20,3
1080,MAHARASHTRA,51,44,11,33,20,5
1081,MAHARASHTRA,44,50,14,23,20,22
1082,MAHARASHTRA,32,34,34,74,20,2
1083,MAHARASHTRA,81,44,29,184,20,22
1084,MAHARASHTRA,48,28,38,128,20,2
1085,MAHARASHTRA,65,34,17,138,20,2
1086,MAHARASHTRA,39,8,45,166,20,20
1087,MAHARASHTRA,252,256,291,143,20,20
1088,MAHARASHTRA,3,4,22,8,20,20
1089,MAHARASHTRA,98,98,146,254,20,4
1090,MAHARASHTRA,7,0,16,8,20,4
1091,MAHARASHTRA,95,132,61,132,20,6
1092,MAHARASHTRA,83,58,100,191,20,21
1093,MAHARASHTRA,26,56,14,82,20,21
1094,MAHARASHTRA,25,24,32,131,20,5
1095,MAHARASHTRA,90,76,37,365,20,23
1096,MAHARASHTRA,48,48,50,66,20,4
1097,MAHARASHTRA,46,56,26,173,20,0
1098,MAHARASHTRA,55,38,68,143,20,1
1099,MAHARASHTRA,95,102,80,702,20,0
1100,MAHARASHTRA,1,3,7,1,20,3
1101,MAHARASHTRA,141,84,61,185,20,22
1102,MAHARASHTRA,43,58,38,144,20,22
1103,MAHARASHTRA,26,26,12,49,20,3
1104,MAHARASHTRA,97,66,22,107,20,6
1105,MAHARASHTRA,83,62,26,97,20,1
1106,MAHARASHTRA,18,22,8,43,20,6
1107,MAHARASHTRA,27,60,18,109,20,1
1108,MAHARASHTRA,79,66,23,184,20,4
1109,MAHARASHTRA,128,84,124,229,20,3
1110,MAHARASHTRA,122,102,81,174,20,22
1111,MAHARASHTRA,49,74,42,122,20,3
1112,MAHARASHTRA,34,58,27,71,20,23
1113,MAHARASHTRA,76,130,37,110,20,2
1114,MAHARASHTRA,2768,2703,2136,6360,20,5
1115,MANIPUR,24,4,0,5,21,22
1116,MANIPUR,9,0,5,0,21,20
1117,MANIPUR,30,0,0,2,21,21
1118,MANIPUR,24,8,0,8,21,20
1119,MANIPUR,32,6,0,26,21,23
1120,MANIPUR,13,0,0,2,21,23
1121,MANIPUR,3,0,0,0,21,2
1122,MANIPUR,27,8,0,21,21,22
1123,MANIPUR,3,2,1,0,21,0
1124,MANIPUR,165,28,6,64,21,22
1125,MEGHALAYA,10,2,5,2,22,4
1126,MEGHALAYA,10,2,1,0,22,23
1127,MEGHALAYA,17,10,2,4,22,5
1128,MEGHALAYA,39,4,10,0,22,24
1129,MEGHALAYA,48,38,66,3,22,3
1130,MEGHALAYA,16,14,11,0,22,0
1131,MEGHALAYA,27,6,14,0,22,0
1132,MEGHALAYA,167,76,109,9,22,3
1133,MIZORAM,5,72,2,0,23,2
1134,MIZORAM,6,18,1,0,23,2
1135,MIZORAM,4,10,3,1,23,23
1136,MIZORAM,3,4,0,0,23,0
1137,MIZORAM,2,22,0,0,23,3
1138,MIZORAM,1,8,0,0,23,6
1139,MIZORAM,2,14,1,0,23,1
1140,MIZORAM,6,4,0,0,23,1
1141,MIZORAM,29,152,7,1,23,24
1142,NAGALAND,32,6,91,1,24,20
1143,NAGALAND,1,2,1,0,24,6
1144,NAGALAND,25,18,0,0,24,0
1145,NAGALAND,11,0,5,0,24,21
1146,NAGALAND,1,0,3,0,24,23
1147,NAGALAND,4,0,0,0,24,24
1148,NAGALAND,5,2,6,0,24,20
1149,NAGALAND,6,2,4,3,24,22
1150,NAGALAND,6,2,0,1,24,20
1151,NAGALAND,9,2,0,0,24,21
1152,NAGALAND,100,34,110,5,24,20
1153,ODISHA,40,50,27,105,25,1
1154,ODISHA,23,94,33,73,25,24
1155,ODISHA,22,24,19,91,25,6
1156,ODISHA,30,20,48,42,25,20
1157,ODISHA,26,54,16,76,25,4
1158,ODISHA,33,30,23,60,25,24
1159,ODISHA,12,4,4,18,25,21
1160,ODISHA,47,64,135,78,25,20
1161,ODISHA,12,14,2,15,25,23
1162,ODISHA,28,24,26,100,25,2
1163,ODISHA,6,16,3,31,25,6
1164,ODISHA,76,68,41,106,25,0
1165,ODISHA,16,34,39,4,25,4
1166,ODISHA,22,36,23,20,25,2
1167,ODISHA,17,22,11,14,25,20
1168,ODISHA,22,36,29,75,25,2
1169,ODISHA,19,64,13,17,25,3
1170,ODISHA,19,18,7,31,25,22
1171,ODISHA,74,84,38,96,25,24
1172,ODISHA,63,104,145,104,25,4
1173,ODISHA,47,60,12,76,25,1
1174,ODISHA,36,30,3,16,25,20
1175,ODISHA,83,136,34,42,25,6
1176,ODISHA,28,18,19,36,25,1
1177,ODISHA,25,34,16,39,25,4
1178,ODISHA,15,10,7,27,25,21
1179,ODISHA,47,82,53,31,25,0
1180,ODISHA,18,30,1,64,25,4
1181,ODISHA,28,36,17,9,25,2
1182,ODISHA,41,30,44,43,25,22
1183,ODISHA,7,12,4,29,25,5
1184,ODISHA,0,2,5,1,25,21
1185,ODISHA,6,0,4,0,25,24
1186,ODISHA,87,42,44,29,25,0
1187,ODISHA,1075,1382,945,1598,25,22
1188,PUNJAB,51,10,5,0,27,22
1189,PUNJAB,10,22,3,0,27,22
1190,PUNJAB,30,28,2,0,27,4
1191,PUNJAB,34,28,3,0,27,24
1192,PUNJAB,12,12,3,0,27,22
1193,PUNJAB,14,0,3,0,27,1
1194,PUNJAB,39,54,1,0,27,24
1195,PUNJAB,5,0,0,0,27,23
1196,PUNJAB,26,34,5,0,27,0
1197,PUNJAB,31,38,20,0,27,23
1198,PUNJAB,15,26,6,0,27,3
1199,PUNJAB,59,40,11,0,27,20
1200,PUNJAB,32,34,2,0,27,20
1201,PUNJAB,21,14,1,0,27,3
1202,PUNJAB,68,80,12,0,27,23
1203,PUNJAB,28,18,2,0,27,21
1204,PUNJAB,25,20,2,0,27,5
1205,PUNJAB,27,8,5,1,27,5
1206,PUNJAB,18,16,3,1,27,21
1207,PUNJAB,22,16,3,0,27,21
1208,PUNJAB,46,36,7,0,27,2
1209,PUNJAB,27,12,1,0,27,2
1210,PUNJAB,42,28,7,0,27,21
1211,PUNJAB,51,24,3,0,27,24
1212,PUNJAB,733,598,110,2,27,5
1213,RAJASTHAN,48,54,42,91,28,2
1214,RAJASTHAN,82,88,43,79,28,20
